text,label
"enriched bleached flour, water, caramel flavored drizzle, vegetable oil, sugar, chocolate chips, pecans, leavening, contains or less of dextrose, cinnamon, salt, corn starch, potassium chloride, wheat gluten, sodium stearoyl lactylate, xanthan gum, natural and artificial flavors, potassium sorbate, mono and diglycerides, polysorbate, colored with, maltodextrin, autolyzed yeast extract.",Plant-based foods and beverages
"milk, sugar, cherry flavor, corn syrup, cultured base, nonfat dry milk, cream, stabilizer, natural red color, acetic acid, probiotic yogurt cultures .",Desserts
"milk, cream, organic cane sugar, nonfat milk, mascarpone cheese, nongmo cane sugar, cream, nongmo invert sugar, whole milk powder, nongmo corn starch, dried figs, reduced balsamic vinegar, sea salt, carob bean gum, guar gum, acacia gum.",Desserts
carbonated water and natural flavor.,Beverages
"ground white corn, vegetable oil, , salt.",Snacks
"organic stone ground corn, organic expeller pressed vegetable oil, organic brown flax seeds, organic carrot powder, organic tomato powder, organic red beet powder, organic spinach powder, sea salt, organic dried parsley flakes, organic garlic powder, organic onion powder.",Snacks
"fried rice water, rice, salted mirin, soy sauce, canola oil, onions, ginger, sesame seed oil, sugar, kelp extract, garlic. vegetables carrots, broccoli, peas, celery . sauce water, sugar, soy sauce, canola oil, sake, sesame seed oil, green onion, modified corn starch, garlic powder, seasoning, spices, natural flavor. grilled seasoned beef strips water and binder product beef, water, seasoning, modified food starch, dextrose, sodium phosphate, carrageenan.",Frozen foods
"enriched bleached flour, sugar, water, margarine [palm oil, water, salt, monoglycerides, whey, sodium benzoate, natural and artificial flavor, citric acid, beta carotene, vitamin a palmitate], egg whites, contains less than of each of the following dextrose, mono and diglycerides, soy flour, guar gum, wheat gluten, leavening, ammonium sulfate, salt, enzymes, calcium sulfate, azodicarbonamide, preservatives, beta carotene, yeast, eggs, cinnamon, palm oil, calcium carbonate, cornstarch, cocoa, fumaric acid, molasses, xanthan gum, agar, sodium hexametaphosphate, nonfat milk, whey, sodium stearoyl lactylate, ascorbic acid, natural & artificial flavors, artificial color, monocalcium phosphate, soybean oil, soy lecthin.",Snacks
"tomatoes, coarse ground tomatoes, jalapeno peppers, water, onions, distilled vinegar, salt, dehydrated garlic, cilantro, sugar, coriander, natural flavor.",Condiments
"sugar, cocoa butter, whole milk powder, sweetened chocolate, nonfat dry milk, soy lecithinan emulsifier, vanilla",Snacks
"blueberries, water and cane sugar.",Plant-based foods and beverages
"chocolate flavored coating, supreme protein blend, caramel layer, glycerine, water, protein crisps, soy protein isolate, peanut butter, peanut flour, hydrolyzed collagen, peanuts, palm kernel oil, soy lecithin, vitamin mix, salt, potassium sorbate, wheat protein isolate, almond butter .",Snacks
"angus beef, water, corn syrup, contains or less salt, potassium lactate, natural flavor, monosodium glutamate, sodium phosphate, celery juice powder, sodium diacetate, sea salt, extractives of paprika.",Meats and their products
"cooked red potatoes . hard cooked eggs, mayonnaise, sour cream, celery, sweet pickle relish, green onions, salt and garlic powder.",Salted snacks
cheddar cheese .,Dairies
"corn syrup, sugar, water, less than of egg whites, modified corn starch, artificial flavors. contains egg .",Desserts
"corn syrup, enriched bleached flour, eggs, sugar, pecans, vegetable oil, margarine [vegetable oil, water, salt, mono and diglycerides, annatto, calcium disodium edta, artificial flavor, vitamin a palmitate]. contains or less of each of the following salt, high fructose corn syrup, natural and artificial flavor, carrageenan, soy flour .",Desserts
"enriched bleached flour [ wheat flour, niacin, iron, thiamine mononitrate [ vitamin b], riboflavin [ vitamin b], folic acid), sugar, water, vegetable oil, contains or less of each of the following leavening, corn syrup, cinnamon, eggs, salt, cornstarch, modified wheat starch, mono and diglycerides, natural and artificial flavors, maltodextrin, gums, polysorbate, sorbic and citric acid, colored with, soy flour",Plant-based foods and beverages
"skim milk, cream, sugar, corn syrup, peanut butter, whey, cocoa powder, mono and diglycerides, carob bean gum, guar gum, salt, carrageenan. coating sugar, coconut oil, milk, lactose, palm oil, chocolate, cocoa powder, soy lecithin, artificial flavor. caramel corn syrup, skim milk, sugar, palm oil, milkfat, lactose, salt, carrageenan, artificial flavor. peanuts peanuts, palm oil.",Desserts
"beet sugar, water, fresh elderflowers, fresh lemon juice, citric acid.",Beverages
"sugar, citric acid, sodium citrate, artificial orange flavor, aspartame, tricalcium phosphate, acesulfame potassium, maltodextrin, titanium dioxide, ascorbic acid, fd&c yellow no. and yellow no. .",Beverages
"corn syrup, sugar, water, gelatin, dextrose, citric acid, pectin, lactic acid, sodium lactate, artificial flavors, beeswax, carnauba wax, palm and coconut oil, colors .",Snacks
"strawberry puree, corn syrup, high fructose corn syrup, water, sugar, pectin, citric acid",Plant-based foods and beverages
"cocoa, sugar, cocoa butter and vanilla.",Snacks
"nonfat milk, lactase enzyme, vitamin a palmitate, vitamin d added.",Dairies
"organic enriched wheat flour, water, organic expeller pressed soybean oil, sea salt, baking powder .",Snacks
"cream, cane sugar, milk, nonfat milk, water, egg yolks, maple syrup, natural flavor, cornstarch, sea salt, caramel color, xanthan gum, citric acid, carob bean gum, guar gum",Desserts
"certified organic grade a milk, vitamin d",Dairies
"organic tomato puree, organic diced tomatoes, organic extra virgin olive oil, organic portobello mushrooms, sea salt, organic dehydrated onions, organic vinegar, organic garlic powder, organic spices.",Condiments
"semolina, durum flour, niacin, ferrous sulfate, thiamin mononitrate, riboflavin, folic acid.",Plant-based foods and beverages
"liquid soybean oil, partially hydrogenated soybean oil, water, salt, whey, vegetable mono and diglycerides, soy lecithin, potassium sorbate and citric acid added as preservatives, artificial flavor, colored with beta carotene, vitamin a palmitate added.",Plant-based foods and beverages
"enriched flour, sugar, soybean and palm oil with tbhq for freshness, contains two percent or less of salt, high fructose corn syrup, leavening, butter, soy lecithin, natural and artificial vanilla flavor, datem, mono and diglycerides, yellow #, red #, blue #.",Snacks
"carrots, corn, peas, green beans, salt.",Plant-based foods and beverages
"corn syrup, sugar, popcorn, butter, water, almonds, cashews, honey, brown sugar, salt, soy lecithin, natural flavor, bha/bht in corn oil to retard oxidation.",Snacks
"rice, sugar, salt, molasses, mixed tocopherols . vitamins and minerals calcium carbonate, sodium ascorbate, reduced iron, niacinamide, zinc oxide, pyridoxine hydrochloride, riboflavin, thiamin mononitrate, vitamin a palmitate, folic acid, vitamin d, vitamin b.",Plant-based foods and beverages
"sparkling reverse osmosis water, electrolytes for taste magnesium sulfate, calcium chloride, potassium bicarbonate, potassium chloride.",Beverages
"masa, water, safflower and/or soybean oil, corn oil, salt",Snacks
"natural cheese made from pasteurized cultured milk, enzymes, sea salt and annatto coloring.",Dairies
"sauce and shrimp skim milk, shrimp, water, cream, modified food starch, parmesan cheese, parmesan cheese paste, romano cheese, sea salt, garlic, bleached wheat flour, butter, yeast extract, potassium chloride, mono& diglycerides, salt, spices, sodium phosphate, asiago cheese, enzyme modified romano cheese, flavor, xanthan gum, whey, wheat starch, extractives of annatto & turmeric color, natural flavor. cooked pasta and vegetables water, semolina, broccoli, peas, soybean oil, wheat gluten, salt.",Frozen foods
"sugar, strawberry filling [sugar, strawberry puree, high fructose corn syrup, corn starch, guar gum, locust bean gum, xanthan gum, citric acid, coconut oil, carmine color, artificial flavor, sodium benzoate ], wheat flour, hydrogenated palm kernel oil, water, sprinkes, high fructose corn syrup, egg, cocoa, vegetable shortening, cocoa, glucose, nonfat milk, glycerin, maltodextrin, modified corn starch, egg whites, mono & diglycerides, polyglycerol esters, baking soda, sodium aluminum sulfate, calcium sulfate, monocalcium phosphate, oat fiber, preservatives, iodized salt, artificial and natural flavor, soy lecithin, cinnamon, sorbitan mono and tristearate, pgpr, polysorbate, xanthan gum, vitamin a acetate, niacin, vitamin e acetate, zinc oxide, ferrous fumarate, pyridoxine hcl, riboflavin, thiamin mononitrate, potassium iodide, folic acid, cyanocobalamin, guar gum, corn syrup, carrageenan, ferrous sulfate.",Snacks
"sesame seed bun enriched bleached wheat flour . water, sugar. soybean oil, sesame seeds . contains or less of yeast, salt, monoglycerides with ascorbic acid and citric acid . calcium propionate, calcium sulfate. enzymes. wheat starch, ascorbic acid. fully cooked buffalo style breaded chicken breast patty with rib meat chicken breast with rib meat. water, bleached wheat flour. soy protein concentrate [zinc oxide, niacinamide, ferrous sulfate. copper gluconate, vitamin a palmitate. calcium pantothenate, thiamine mononitrate, pyridoxine hydrochloride, riboflavin, cyanocobalamin ], yellow corn flour, modified food starch. seasoning, partially hydrogenated soybean and cottonseed oils]. food starchmodified, hot sauce powder [cayenne pepper sauce, maltodextrin], natural flavor [triacetin. butter acids, flavoring, and butter esters]. citric acid, vinegar solids). flavor, salt, sodium phosphate, corn syrup solids, sugar, maltodextrin, yeast, wheat flour . vinegar solids. extractives of paprika. partially hydrogenated soybean oil, leavening, citric acid. yellow .",Frozen foods
"milkfat and nonfat milk, sugar, sweet cream buttermilk, corn syrup, cultured nonfat milk, toffee pieces, whey, mono and diglycerides, natural and artificial flavor, guar gum, tapioca starchmodified, calcium sulfate, locust bean gum, carrageenan, annatto .",Desserts
"beef, water, less than of the following salt, dextrose, flavoring, potassium lactate, corn syrup solids, sodium phosphate, sodium diacetate, sodium erythorbate, oleoresin of paprika, sodium nitrite.",Meats and their products
"milk, cream, contains less than . of disodium phosphate, sodium citrate.",Dairies
"unbleached enriched flour, pumpkin seeds, thompson raisins, zante currants, brown sugar, sugar, dried cranberries, flax seeds, dried apricots, organic skim milk, pecans, almonds, sesame seeds, ginger, refinery syrup, leavening, sea salt, vanilla, honey, cinnamon, citric acid, allspice.",Snacks
"enriched flour, sugar, soybean oil, water, eggs, banana puree, contains or less of modified corn starch, whey, leavening, palm oil margarine, salt, preservatives, wheat gluten, natural flavors, palm oil shortening, mono and diglycerides, butter, vanilla extract, xanthan gum, palm oil, corn flour, canola lecithin, soy lecithin, polysorbate, lactic acid, citric acid, enzymes, vitamin a palmitate, beta carotene.",Snacks
"filtered water, organic erythritol. organic lemon juice, organic coconut water concentrate, natural lemon flavor, citric acid, organic stevia leaf extract, organic white tea pectin, organic maqui berry juice powder, and fruit juice .",Beverages
"enriched wheat flour [ wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid], sugar, high fructose corn syrup, corn syrup, palm oil, whey permeate, cocoa processed with alkali, modified corn starch, salt, precooked yellow corn meal, leavening, color added, sorbitol, potassium sorbate, natural and artificial flavor, gelatin, yellow corn flour, modified soy protein, vitamin a palmitate, reduced iron, niacinamide, pyridoxine hydrochloride, riboflavin, thiamin mononitrate",Snacks
"premium brewed green tea using filtered water, high fructose corn syrup, honey, citric acid, natural flavors, ginseng extract, ascorbic acid .",Beverages
"soybeans, salt.",Snacks
"lowmoisture partskim mozzarella cheese, provolone cheese, parmesan cheese, asiago cheese, fontina cheese, romano cheese potato starch, corn starch and calcium sulfate added to prevent caking. natamycin .",Dairies
"corn, whole grain wheat, sugar, whole grain rolled oats, almonds, rice, canola oil, corn syrup, salt, barley malt extract, cinnamon, molasses, honey, caramel color, natural flavor. vitamins & minerals ferric orthophosphate, niacinimide, zinc oxide, thiamin mononitrate, calcium pantothenate, pyridoxine hydrochloride, folic acid.",Plant-based foods and beverages
"cardamom, cinnamon, cloves, cumin, black pepper, coriander.",Condiments
"enriched flour, vegetable oil, sugar, lactose powder, whole milk powder, nonfat milk, contains less than of baking soda, caramel color, emulsifiers, malt syrup, natural and artificial flavors, salt, seasoning, yeast extract. contains milk, soy, wheat . may contain egg .",Snacks
"wheat flour, water, sunflower oil, salt, yeast, boneless skinless chicken breast with rib meat, water, sugar, tomato powder, salt, citric acid, caramel color, spices, chili powder, beet powder, onion powder, garlic powder, modified potato starch, natural smoke flavor, low moisture mozzarella cheese, bbq sauce, natural smoke flavor, acetic acid), smoked gouda, red onions, cilantro",Meals
"water, organic soybeans, calcium sulfate, magnesium chloride.",Plant-based foods and beverages
"unbleached & unbromated wheat flour, malted barley flour, palm oil shortening, sugar, egg, soybean oil, filtered water, prune, raspberry, apricot, poppy seeds, natural & artificial flavors, salt, turmeric, sodium benzoate .",Snacks
lowfat milk vitamin a palmitate and vitamin d added.,Dairies
"cane sugar, ginger, tapioca starch, natural apple flavor, cinnamon oil, allspice oil.",Snacks
"water, tomato paste, modified food starch, contains less than of citric acid, dried red chile peppers, garlic powder, hydrolyzed corn protein, natural flavor, onion powder, salt, soybean oil, spices, sugar, yeast extract.",Condiments
"sugar, corn syrup, modified food starch, citric acid, sodium citrate, natural and artificial flavors, artificial colors red, yellow, yellow, blue .",Snacks
"high fructose corn syrup, tomato puree, distilled vinegar, honey, modified food starch, contains less than of salt, natural flavor, caramel color, pineapple juice concentrate, spices, sodium benzoate, natural smoke flavor, molasses, garlic, corn syrup, sugar, tamarind.",Condiments
"degermed corn meal, soybean oil, seasoning, cheese culture, enzymes], corn flour, corn starch, maltodextrin, salt, butter [ cream, water, salt], natural and artificial flavor, buttermilk, monosodium glutamate, citric acid, artificial colors [yellow, yellow, yellow lake, yellow lake]), maltodextrin, salt, water, hydrogenated soybean oil, citric acid, yellow, tbhq",Snacks
"sugar, non dairy creamer, dipotassium phosphate, mono and diglycerides, silicon dioxide, soy lecithin ), arabica coffee, natural and artificial flavors, caramel color, sucralose",Plant-based foods and beverages
"pineapple, clarified pineapple juice, sugar.",Plant-based foods and beverages
"degermed yellow corn meal, coconut oil, sugar, salt, buttermilk powder. contains or less of maltodextrin, dried sour cream, garlic powder, baking soda, whey protein concentrate, onion powder, tomato powder, spices, yeast extract, citric acid, malic acid, natural flavor, lactic acid, freshness preserved by bht.",Snacks
"enriched wheat flour, sugar, eggs preserved with nisin preparation, roasted almonds, olive oil, anise seed, baking powder, anise oil, natural flavor.",Snacks
"pasteurized milk, salt, dill culture, microbial rennet.",Dairies
"fat free skim milk, vitamin a palmitate, vitamin d added.",Dairies
"milled corn, sugar, contains or less of salt, malt extract, corn syrup, wheat starch. vitamins & minerals vitamin b, vitamin b, niacin, vitamin b, folic acid, vitamin b, vitamin a palmitate, vitamin c, vitamin d, reduced iron.",Plant-based foods and beverages
"sugar, enriched flour, palm oil, contains or less of soy lecithin, salt, artificial flavor, sodium bicarbonate, citric acid, yellow, yellow, red .",Snacks
"organic parboiled long grain white rice, organic precooked wild rice.",Meals
"cake sugar, enriched wheat flour, water, egg, soybean and canola oil, modified corn starch, whey powder, leavening, soybean lecithin, wheat gluten, salt, diacetyl tartaric acid esters of mono and diglycerides, artificial flavor. icing icing sugar, shortening, water, glucose, skim milk powder, mono and diglycerides, butter, artificial flavor, salt, color, polysorbate . sprinkles sugar, modified corn starch, palm kernel oil, corn starch, gum arabic, soybean lecithin, confectioner's glaze, color, artificial flavor, polysorbate .",Snacks
"enriched bleached flour, sugar, leavening, dextrose, contains or less of soybean oil, salt, egg yolk, natural and artificial flavor, calcium carbonate, corn starch, egg white, xanthan gum.",Snacks
milk with i. u. vit. d added per quart.,Dairies
"cherry water, sugar, high fructose corn syrup, corn syrup, contains less than of guar gum, citric acid, natural and artificial flavors, red #, orange water, sugar, high fructose corn syrup, corn syrup, contains less than of guar gum, citric acid, natural flavors, yellow #, red #, grape water, sugar, high fructose corn syrup, corn syrup, contains less than of gusr gum, citric acid, artificial flavors, red #, blue #.",Desserts
"organic peanuts, sea salt.",Plant-based foods and beverages
"carbonated water, blackberry juice concentrate, malic acid, natural flavor, potassium benzoate and potassium sorbate, sucralose, green tea, red, gum acacia, calcium chloride, calcium disodium edta, magnesium sulfate, niacinamide, ester gum, dcalcium pantothenate, pyridoxine hydrochloride, blue, biotin, cholecalciferol, cyanocobalamin .",Beverages
"cooked chickpeas, tahini, canola oil, roasted red pepper, piquante pepper, sea salt, citric acid, paprika, garlic.",Condiments
"turkey breast, turkey broth, contains or less salt, sugar, dextrose, sodium phosphate, sodium propionate, flavor, paprika.",Meats and their products
"jj's concentrate, organic brazil nuts, organic agave, himalayan pink salt.",Beverages
"peanuts, peanuts oil and/or cottonseed oil, salt, spices, onion and garlic, tomato powder, monosodium glutamate, dextrose, corn flour, extract of paprika, natural flavor.",Snacks
"milk chocolate, almonds, gum arabic, sugar, corn syrup, tapioca dextrin, coconut oil, confectioner's glaze.",Snacks
"mechanically separated chicken, beef water, contains or less potato starch, salt, sugar, paprika, sodium phosphate, flavorings, extract of paprika, ascorbic acid, sodium nitrite.",Meats and their products
"extravirgin olive oil, imported pecorino romano cheese ], basil, cilantro, pumpkin seeds, parsley, garlic, green onions, spearmint, lemon juice concentrate, sea salt, dill wees, black pepper.",Condiments
"tomatoes in juice, onions, salt, chili peppers [serrano and/or jalapeno), cilantro, pectin, citric acid .",Condiments
"pineapple, sugar, citric acid, sodium metabisulphite",Snacks
whole wheat flour.,Plant-based foods and beverages
"corn, water and lime.",Plant-based foods and beverages
"sugar, enriched flour, water, palm oil, hydrogenated palm kernel oil, cocoa processed with alkali, soybean oil, contains or less glycerin, nonfat dry milk, defatted soy flour, natural and artificial flavor, mono and diglycerides, sodium acid pyrophosphate, baking soda, sodium aluminum phosphate, egg yolk, soy lecithin, salt, whey, preservative, dextrose, dextrin, citric acid, enzymes, karaya gum, guar gum, cellulose gum, annatto and turmeric .",Snacks
"milk chocolate, peanut butter, annatto extract, natural flavors, confectioners glaze, gum arabic, corn syrup.",Snacks
"organic coconut milk, water, organic agave nectar, organic chocolate chips, organic inulin, organic tapioca syrup solids, organic guar gum, organic mint extract, sea salt, organic locust bean gum, organic spirulina powder .",Desserts
"tomato, onion, vinegar, jalapeno pepper, cilantro, green bell pepper, habanero pepper, salt, sugar, spices, citric acid, garlic, celery, lime juice.",Condiments
"premium brewed black tea using filtered water, high fructose corn syrup, natural flavors, natural bisulfate of soda, ascorbic acid, honey, panax ginseng extract.",Beverages
"shrimp, salt, sodium tripolyphosphate. cocktail sauce water, tomato paste, sugar, horseradish, salt, citric acid, acetic acid, modified tapioca starch, xanthan gum, carrageenan onion, garlic, spices.",Seafood
"water, beans, sugar, modified food starch, tomato paste, molasses, salt, natural flavorings, caramel color.",Plant-based foods and beverages
"distilled white vinegar, mustard seed, water, salt, turmeric, natural flavor, spices.",Condiments
"enriched bleached wheat flour, sugar, canola and/or soybean and/or palm oil, peanut butter, high fructose corn syrup, whole grain oats, corn syrup, contains or less of molasses, baking soda, salt, corn oil, artificial peanut butter flavor, natural and artificial flavors, caramel color, whey, eggs, soy lecithin .",Snacks
"dark chocolate, milk chocolate, organic cream, organic sugar, organic tapioca syrup, organic butter, vanilla extract, organic lemon juice and sea salt.",Snacks
"pasteurized partskim milk, cheese culture, salt, enzymes. contains milk . ง",Dairies
"water, sugar, coffee.",Beverages
"brewed soy sauce sugar, vinegar, wine, onion, garlic, green onion, ginger, roasted sesame seed, black pepper.",Condiments
"pork, beef, salt, corn syrup, contains or less of spices, natural smoke flavor, citric acid, dextrose, sodium erythorbate, sodium nitrite, flavoring, garlic powder, whole mustard seed, natural flavoring.",Meats and their products
"pork, seasoning, water",Meats and their products
"red raspberries, pure cane sugar, purified water, jalapeno peppers, dried chipotle, apple cider vinegar, natural hickory liquid smoke, fruit pectin, salt, onion.",Condiments
water pulp concentrate.,Plant-based foods and beverages
"whole grain rolled oats, sugar, dehydrated apples, cinnamon, salt, calcium carbonate, mono and diglycerides, natural flavors, guar gum, ferric phosphate, niacinamide, pyridoxine hydrocloride, riboflavin, vitamin a palmitate, thiamin mononitrate, folic acid.",Plant-based foods and beverages
"apples, peanuts, corn syrup, sugar, sweet and condensed milk, evaporated milk, hydrogenated soybean oil, soy flour, mono and diglycerides, artificial flavors, soybean oil, soy lecithin, citric acid.",Plant-based foods and beverages
"filtered water, organic white grape juice from concentrate, organic concord grape juice from concentrate, natural flavors, tartaric acid, ascorbic acid .",Plant-based foods and beverages
"unpasteurized cow's milk, salt, rennet.",Dairies
"white tuna, water, vegetable broth, salt, pyrophosphate.",Seafood
"seaweed, corn oil, sesame oil, teriyaki seasoning sea salt",Snacks
"sugar, enriched wheat flour [ wheat flour, niacin, ferrous fumarate, thiamin, riboflavin, folic acid], palm oil shortening nonhydrogenated, corn starch, water, cocoa powder, soy flour, soy lecithin, salt, natural flavor, citric acid, sodium bicarbonate .",Snacks
"organic white corn masa flour, water, organic sunflower oil, sea salt.",Snacks
"semolina, durum flour, niacin, ferrous sulfate, thiamin mononitrate, riboflavin, folic acid.",Plant-based foods and beverages
"edientes azúcar, pasta de cacao, teche en polvo, mante ca cacacahuate, almendra ó nuez, lecitina de soya, malta, in saborizantes acialee",Snacks
"filtered water, vital wheat gluten, soy sauce, garbanzo bean flour, defatted soy flour, garlic.",Plant-based foods and beverages
"peanuts, salt.",Plant-based foods and beverages
"flour [ wheat flour, enriched flour ], high fructose corn syrup, sugar, vegetable shortening, contains or less of the following cinnamon, rice dextrin, grape juice, whey, wheat gluten, salt, sodium bicarbonate, eggs, sodium alginate, soy lecithin, artificial flavor, cellulose gum, annatto extract, turmeric.",Snacks
"cultured pasteurized nonfat milk, peach base, nonfat dry milk, modified food starch, carrageenan, pectin, sucralose . contains active yogurt cultures. including l. acidophilus & b. bifidus",Dairies
"cultured grade a reduced fat milk, cane sugar, water, contains less than of acacia gum, modified food starch, natural flavors, vegetable juice, sodium citrate, malic acid, vitamin d.",Dairies
"red chili pepper, dehydrated onion, salt, maltodextrin, paprika, potato flour, spices, dehydrated garlic, sugar, dehydrated bell pepper, cottonseed oil, dehydrated green chilies, citric acid and dehydrated cilantro.",Condiments
"cashews, sugar, corn syrup, butter, baking soda, vanilla, salt",Snacks
"whole milk, soy lecithin .",Plant-based foods and beverages
"corn syrup sugar, dark chocolate, popcorn, butter, water, almonds, cashews, honey, brown sugar, salt, soy lecithin, natural flavor, bha/bht in corn oil to retard oxidation",Snacks
"sour cream, gelatin, sodium phosphate, guar gum, carrageenan, calcium locust bean gum, dehydrated onion, salt, sugar, hydrolyzed vegetable protein, monosodium glutamate, silicon dioxide, dehydrated parsley, dehydrated garlic, natamycin .",Condiments
"brown sugars, corn syrup, popcorn, butter, salt.",Snacks
"sugar, unsweetened chocolate, whole milk powder cocoa butter, oats, corn syrup, toasted coconut, sea salt palm oil, caramel color, soy lecithin an emulsifier, natural flavor, vanilla, tapioca syrup, tapioca dextrin, confectioner;s glaze.",Snacks
"beef, pasteurized process cheddar cheese [cheddar cheese, water, sodium phosphates, contains less than of enzyme modified cheese, salt, artificial color, natamycin and / or potassium sorbate ], bacon [cured with water, salt, sugar, smoke flavoring, sodium phosphates, sodium erythorbate, sodium nitrite], contains or less of maltodextrin, whey, cheddar cheese [ milk, cheese culture, salt, enzymes], encapsulated salt [salt, hydrogenated soybean oil], natural flavorings, sugar, autolyzed yeast extract, enzyme modified cheddar cheese [ milk, cheese cultures, salt, enzymes], buttermilk solids, salt, rendered bacon fat, natural smoke flavor, lactic acid, disodium inosinate and disodium guanylate.",Meats and their products
"pineapple juice concentrate and/or white grape juice or pear juice concentrates, strawberries, fruit pectin.",Plant-based foods and beverages
"cultured nonfat milk, food starchmodified, contains less than of cream, whey, propylene glycol monoester, sodium tripolyphosphate, agar, xanthan gum, cellulose gel, locust bean gum, cellulose gum, artificial color, potassium sorbate, natural and artificial flavor, vitamin a palmitate.",Dairies
"hemp hearts, organic evaporated cane sugar, organic brown rice syrup, organic vanilla flavor, sea salt",Snacks
"marshmallow flavored nonfat yogurt cultured ultrafiltered nonfat milk, chicory root extract, sugar, cultured skim milk, natural flavor, rebaudioside a, vitamin a palmitate, vitamin d, active cultures with l. acidophilus and b. bifidum. s'mores mixture graham crumbles, sugar, palm kernel oil, cocoa powder, buttermilk powder, salt, natural flavors.",Dairies
"chicken, water, thyme, salt, sugar, spices, sage",Meats and their products
"enriched bleached flour, apple filling, water, cinnamon flavored icing, vegetable oil, sugar, contains or less of leavening, dextrose, cinnamon, salt, corn starch, potassium chloride, wheat gluten, sodium stearoyl lactylate, xanthan gum, natural and artificial flavors, potassium sorbate, mono and diglycerides, polysorbate, colored with, maltodextrin, autolyzed yeast extract.",Snacks
"milk, cream, sugar, corn syrup, chocolate chips [powdered sugar, coconut oil, cocoa, cocoa, butter oil, soy lecithin, natural flavor], nonfat milk, whey powder, buttermilk powder, mono and diglycerides, contains one or more of the following gums, polysorbate, dextrose, natural and artificial vanilla flavors, annatto .",Desserts
"asparagus, water and salt.",Plant-based foods and beverages
"water, high fructose corn syrup, maltodextrin, sorbitol, glycerin, contains or less of the following carrageenan and locust bean gum, citric acid, natural and artificial flavors, sodium citrate, sodium benzoate and potassium sorbate, caramel color, red, blue .",Desserts
"lowfat yogurt cultured pasteurized grade a lowfat milk, sugar, food starchmodified, natural flavors, potassium sorbate, vitamin a palmitate, vitamin d. oreo cookie pieces unbleached enriched flour, , sugar, palm and/or canola oil cocoa, high fructose corn syrup, leavening, cornstarch, salt, soy lecithin, vanilla an artificial flavor, chocolate. contains active yogurt cultures including l. acidophilus & bifidus.",Dairies
"pineapple, sugar, sulphur dioxide added to promote color retention.",Snacks
"water, beef, rehydrated potatoes, less than salt, sugar, spice, flavorings, sodium nitrite.",Meats and their products
"skip jack tuna, water, vegetable broth, salt.",Seafood
"red lentils, whole sorghum flour, rice meal, sunflower oil, balsamic herb seasoning, pea protein, carrot powder, golden quinoa, calcium carbonate, extractive of paprika.",Snacks
"cheese, garlic & herb mix .",Dairies
"cured with water, and or less dextrose, salt, sodium phosphate, sodium erythorbate, sodium nitrite, sodium propionate.",Meats and their products
"water, sucralose, orange pekoe and pekoe cut black tea.",Plant-based foods and beverages
"filling freerange chicken, cabbage, scallions, canola oil, soy sauce, honey, ginger, kosher salt, garlic, chinkiang vinegar, spices. dough wrapper unbleached wheat flour, water, potato starch, canola oil, kosher salt, lye water. contains soy and wheat .",Frozen foods
"organic oat blend, organic tapioca syrup, organic cane syrup, organic chocolate chips, organic fig paste, organic cocoa, organic soy butter, organic chocolate, natural flavors, organic milled flaxseed, organic sunflower oil, sea salt, baking soda. vitamins & minerals calcium carbonate, dicalcium phosphate, ascorbic acid, ferric orthophosphate, zinc oxide, niacinamide, beta carotene, thiamin mononitrate, riboflavin, pyridoxine hydrochloride, folic acid, cyanocobalamin .",Snacks
"carbonated water, high fructose corn syrup, caramel color, phosphoric acid, natural flavor, caffeine.",Beverages
"minced alaska pollock, enriched wheat flour, water, vegetable oil, enriched bleached wheat flour, wheat flour, yellow corn flour, contains or less of salt, caramel color, corn starch, natural flavors, leavening, dextrose, onion powder, sugar, modified cellulose, yeast, paprika extract, annatto extract, and turmeric extract .",Seafood
"jelly candies with fruit flavor; sugar, glucose syrup, water, pectin, citric acid, nature identical aroma, food coloring .",Snacks
"nonfat milk, sugar, miniature marshmallows, cream, corn syrup, cocoa processed with alkali, roasted almonds, whey protein, maltodextrin, propylene glycol monostearate, guar gum, xanthan gum, carrageenan, natural flavor, vitamin a palmitate.",Desserts
"fortified wheat flour, thiamin ), water, strawberry pieces, sugar, _wheat _fibre, palm fat, gelling agent, acidity regulator, colouring ), natural flavouring), sugar, maize starch, strawberry purée, partially inverted refiners syrup, malted barley flour, vegetable fat, natural flavourings, salt, yeast, preservative .",Snacks
"milk, cream, corn syrup, high fructose corn syrup, whey, buttermilk, sugar, cocoa processed with alkali, contains less than of mono and diglycerides, carob bean gum, guar gum, cellulose gel, cellulose gum, carrageenan, vitamin a palmitate.",Desserts
"water, sugar, lemon juice from concentrate, strawberry juice concentrate natural flavors, tea, phosphoric acid, potassium sorbate & sodium benzoate .",Beverages
"enriched yellow corn meal, enriched bleached wheat flour, leavening, and salt.",Plant-based foods and beverages
"milk, cream, sugar, corn syrup, banana puree, skim milk, wheat flour, sweetened condensed skim milk, butter, whey, water, modified cornstarch, natural and artificial flavors, eggs, mono and diglycerides, salt, lemon juice concentrate, cellulose gum, gum arabic, color added, guar gum, polysorbate, carrageenan.",Desserts
"pasteurized milk, vinegar, salt, enzymes.",Dairies
"whole green olives variety ""bella di cerignola"", water, salt, acidity regulator citric acid, antioxidant ascorbic acid.",Salted snacks
